"id","parent_id","name","fullname","parent_name","name_ru","vehicle_type_id","slug","source","parent_model_id","freq"
9957,9952,"TG 630","","Robel Mobil",NULL,NULL,"tg630","vecity",NULL,0
9958,97,"350","","Roewe",NULL,NULL,"350","vecity",NULL,0
9959,97,"360","","Roewe",NULL,NULL,"360","vecity",NULL,0
9960,97,"550","","Roewe",NULL,NULL,"550","vecity",NULL,0
9961,97,"950","","Roewe",NULL,NULL,"950","vecity",NULL,0
9962,97,"E50 EV","","Roewe",NULL,NULL,"e50ev","vecity",NULL,0
9963,97,"Ei5","","Roewe",NULL,1,"ei5","vecity",NULL,0
9964,97,"i5","","Roewe",NULL,NULL,"i5","vecity",NULL,0
9965,97,"i6","","Roewe",NULL,NULL,"i6","vecity",NULL,0
9966,97,"Marvel X","","Roewe",NULL,NULL,"marvelx","vecity",NULL,0
9967,97,"RX3","","Roewe",NULL,NULL,"rx3","vecity",NULL,0
9968,97,"RX5","","Roewe",NULL,NULL,"rx5","vecity",NULL,0
9969,97,"RX8","","Roewe",NULL,NULL,"rx8","vecity",NULL,0
9970,97,"W5","","Roewe",NULL,NULL,"w5","vecity",NULL,0
9971,NULL,"Rolland-Pilain","Rolland-Pilain","",NULL,NULL,"rollandpilain","vecity",NULL,0
9972,9971,"16 HP","","Rolland-Pilain",NULL,NULL,"16hp","vecity",NULL,0
9973,9971,"Grand Prix","","Rolland-Pilain",NULL,NULL,"grandprix","vecity",NULL,0
9974,9971,"Type A22","","Rolland-Pilain",NULL,NULL,"typea22","vecity",NULL,0
9975,NULL,"Roller Team","Roller Team","",NULL,NULL,"rollerteam","vecity",NULL,0
9976,9975,"Auto-Roller","","Roller Team",NULL,NULL,"autoroller","vecity",NULL,0
9977,9975,"Granduca","","Roller Team",NULL,NULL,"granduca","vecity",NULL,0
9978,9975,"Kronos","","Roller Team",NULL,NULL,"kronos","vecity",NULL,0
9979,9975,"Livingstone","","Roller Team",NULL,NULL,"livingstone","vecity",NULL,0
9980,9975,"Triaca","","Roller Team",NULL,NULL,"triaca","vecity",NULL,0
9981,9975,"Zefiro","","Roller Team",NULL,NULL,"zefiro","vecity",NULL,0
9982,NULL,"Roman","Roman","",NULL,NULL,"roman","vecity",NULL,0
9983,9982,"12.135 DF","","Roman","12.135 ДФ",NULL,"12135df","vecity",NULL,0
9984,9982,"CrossTown","","Roman",NULL,NULL,"crosstown","vecity",NULL,0
9985,9982,"Turistic","","Roman",NULL,NULL,"turistic","vecity",NULL,0
9986,NULL,"Rotinoff","Rotinoff","",NULL,NULL,"rotinoff","vecity",NULL,0
9987,9986,"GR7","","Rotinoff",NULL,NULL,"gr7","vecity",NULL,0
9988,NULL,"Rovin","Rovin","",NULL,NULL,"rovin","vecity",NULL,0
9989,9988,"D2","","Rovin",NULL,NULL,"d2","vecity",NULL,0
9990,9988,"D4","","Rovin",NULL,NULL,"d4","vecity",NULL,0
9991,NULL,"Ruxton","Ruxton","",NULL,NULL,"ruxton","vecity",NULL,0
9992,9991,"Model C","","Ruxton",NULL,NULL,"c","vecity",NULL,0
9993,4890,"131","","Saipa",NULL,NULL,"131","vecity",NULL,0
9994,4890,"132","","Saipa",NULL,NULL,"132","vecity",NULL,0
9995,4890,"141","","Saipa",NULL,NULL,"141","vecity",NULL,0
9996,4890,"151","","Saipa",NULL,NULL,"151","vecity",NULL,0
9997,4890,"Ario","","Saipa",NULL,NULL,"ario","vecity",NULL,0
9998,4890,"Caravan","","Saipa",NULL,NULL,"caravan","vecity",NULL,0
9999,4890,"Nasim","","Saipa",NULL,NULL,"nasim","vecity",NULL,0
10000,4890,"Pride","","Saipa",NULL,NULL,"pride","vecity",NULL,0
10001,4890,"Quick","","Saipa",NULL,NULL,"quick","vecity",NULL,0
10002,4890,"Roham","","Saipa",NULL,NULL,"roham","vecity",NULL,0
10003,4890,"Saba","","Saipa",NULL,NULL,"saba","vecity",NULL,0
10004,4890,"Shooka","","Saipa",NULL,NULL,"shooka","vecity",NULL,0
10005,4890,"Z24","","Saipa",NULL,NULL,"z24","vecity",NULL,0
10006,NULL,"Saker","Saker","",NULL,NULL,"saker","vecity",NULL,0
10007,10006,"Rapx","","Saker",NULL,NULL,"rapx","vecity",NULL,0
10008,10006,"Sniper","","Saker",NULL,NULL,"sniper","vecity",NULL,0
10009,10006,"SV1","","Saker",NULL,NULL,"sv1","vecity",NULL,0
10010,102,"Challenger","","Saleen",NULL,NULL,"challenger","vecity",NULL,0
10011,102,"Dark Horse","","Saleen",NULL,NULL,"darkhorse","vecity",NULL,0
10012,102,"Foursixteen","","Saleen",NULL,NULL,"foursixteen","vecity",NULL,0
10013,102,"H302","","Saleen",NULL,NULL,"h302","vecity",NULL,0
10014,102,"Mustang","","Saleen",NULL,NULL,"mustang","vecity",NULL,0
10015,102,"N2O","","Saleen",NULL,NULL,"n2o","vecity",NULL,0
10016,102,"S121","","Saleen",NULL,NULL,"s121","vecity",NULL,0
10017,102,"S197","","Saleen",NULL,NULL,"s197","vecity",NULL,0
10018,102,"S281","","Saleen",NULL,NULL,"s281","vecity",NULL,0
10019,102,"S302","","Saleen",NULL,NULL,"s302","vecity",NULL,0
10020,102,"S331","","Saleen",NULL,NULL,"s331","vecity",NULL,0
10021,102,"S351","","Saleen",NULL,NULL,"s351","vecity",NULL,0
10022,102,"S435","","Saleen",NULL,NULL,"s435","vecity",NULL,0
10023,102,"SR","","Saleen",NULL,NULL,"sr","vecity",NULL,0
10024,102,"SSC","","Saleen",NULL,NULL,"ssc","vecity",NULL,0
10025,NULL,"Salmson","Salmson","",NULL,NULL,"salmson","vecity",NULL,0
10026,10025,"2300","","Salmson",NULL,NULL,"2300","vecity",NULL,0
10027,10025,"G72","","Salmson",NULL,NULL,"g72","vecity",NULL,0
10028,10025,"Grand Prix","","Salmson",NULL,NULL,"grandprix","vecity",NULL,0
10029,10025,"Grand Sport","","Salmson",NULL,NULL,"grandsport","vecity",NULL,0
10030,10025,"S4","","Salmson",NULL,NULL,"s4","vecity",NULL,0
10031,103,"QM3","","Samsung",NULL,NULL,"qm3","vecity",NULL,0
10032,103,"SM6","","Samsung",NULL,NULL,"sm6","vecity",NULL,0
10033,4191,"300","","Santana",NULL,NULL,"300","vecity",NULL,0
10034,4191,"350","","Santana",NULL,NULL,"350","vecity",NULL,0
10035,4191,"Anibal","","Santana",NULL,NULL,"anibal","vecity",NULL,0
10036,4191,"Land Rover","","Santana",NULL,NULL,"landrover","vecity",NULL,0
10037,NULL,"Sany","Sany","",NULL,NULL,"sany","vecity",NULL,0
10038,10037,"STC","","Sany",NULL,NULL,"stc","vecity",NULL,0
10039,NULL,"Saurer","Saurer","","",NULL,"saurer","vecity",NULL,0
10040,10039,"1CRD","","Saurer",NULL,NULL,"1crd","vecity",NULL,0
10041,10039,"2DM","","Saurer",NULL,2,"2dm","vecity",NULL,0
10042,10039,"3-Tonnen","","Saurer",NULL,NULL,"3tonnen","vecity",NULL,0
10043,10039,"3CT1D","","Saurer",NULL,NULL,"3ct1d","vecity",NULL,0
10044,10039,"4DFK","","Saurer",NULL,NULL,"4dfk","vecity",NULL,0
10045,10039,"4DM","","Saurer",NULL,NULL,"4dm","vecity",NULL,0
10046,10039,"5DF","","Saurer",NULL,NULL,"5df","vecity",NULL,0
10047,10039,"Alsa Bus","","Saurer",NULL,NULL,"alsabus","vecity",NULL,0
10048,10039,"D230","","Saurer",NULL,NULL,"d230","vecity",NULL,0
10049,10039,"D280","","Saurer",NULL,NULL,"d280","vecity",NULL,0
10050,10039,"D290","","Saurer",NULL,NULL,"d290","vecity",NULL,0
10051,10039,"D330","","Saurer",NULL,NULL,"d330","vecity",NULL,0
10052,10039,"Gangloff","","Saurer",NULL,NULL,"gangloff","vecity",NULL,0
10053,10039,"M4","","Saurer",NULL,NULL,"m4","vecity",NULL,0
10054,10039,"M6","","Saurer",NULL,NULL,"m6","vecity",NULL,0
10055,10039,"M8","","Saurer",NULL,NULL,"m8","vecity",NULL,0
10056,10039,"RH 525","","Saurer",NULL,NULL,"rh525","vecity",NULL,0
10057,10039,"23","","Saurer",NULL,NULL,"23","vecity",NULL,0
10058,10039,"Rhone","","Saurer",NULL,NULL,"rhone","vecity",NULL,0
10059,10039,"RR7","","Saurer",NULL,NULL,"rr7","vecity",NULL,0
10060,10039,"TL22","","Saurer",NULL,NULL,"tl22","vecity",NULL,0
10061,10039,"Type B","","Saurer",NULL,NULL,"typeb","vecity",NULL,0
10062,10039,"Verheul","","Saurer",NULL,NULL,"verheul","vecity",NULL,0
10063,NULL,"Saviem","Saviem","",NULL,NULL,"saviem","vecity",NULL,0
10064,10063,"JL20","","Saviem",NULL,NULL,"jl20","vecity",NULL,0
10065,10063,"JM240","","Saviem",NULL,NULL,"jm240","vecity",NULL,0
10066,10063,"LRS H14 A1 Rolloffcon","","Saviem",NULL,NULL,"lrsh14a1rolloffcon","vecity",NULL,0
10067,10063,"S-Series","","Saviem",NULL,NULL,"s","vecity",NULL,0
10068,10063,"Tancarville","","Saviem",NULL,NULL,"tancarville","vecity",NULL,0
10069,NULL,"Scammell","Scammell","",NULL,NULL,"scammell","vecity",NULL,0
10070,10069,"100-ton Tractor","","Scammell",NULL,NULL,"100tontractor","vecity",NULL,0
10071,10069,"12MU","","Scammell",NULL,NULL,"12mu","vecity",NULL,0
10072,10069,"8T","","Scammell",NULL,NULL,"8t","vecity",NULL,0
10073,10069,"Commander","","Scammell",NULL,NULL,"commander","vecity",NULL,0
10074,10069,"Constructor","","Scammell",NULL,NULL,"constructor","vecity",NULL,0
10075,10069,"Contractor","","Scammell",NULL,NULL,"contractor","vecity",NULL,0
10076,10069,"Crusader","","Scammell",NULL,NULL,"crusader","vecity",NULL,0
10077,10069,"Explorer","","Scammell",NULL,NULL,"explorer","vecity",NULL,0
10078,10069,"Handyman","","Scammell",NULL,NULL,"handyman","vecity",NULL,0
10079,10069,"Highwayman","","Scammell",NULL,NULL,"highwayman","vecity",NULL,0
10080,10069,"Himalayan","","Scammell",NULL,NULL,"himalayan","vecity",NULL,0
10081,10069,"Junior Constructor","","Scammell",NULL,NULL,"juniorconstructor","vecity",NULL,0
10082,10069,"Mechanical Horse","","Scammell",NULL,NULL,"mechanicalhorse","vecity",NULL,0
10083,10069,"Mountaineer","","Scammell",NULL,NULL,"mountaineer","vecity",NULL,0
10084,10069,"Pioneer","","Scammell",NULL,NULL,"pioneer","vecity",NULL,0
10085,10069,"Rigid","","Scammell",NULL,NULL,"rigid","vecity",NULL,0
10086,10069,"Roadtrain","","Scammell",NULL,NULL,"roadtrain","vecity",NULL,0
10087,10069,"Routeman","","Scammell",NULL,NULL,"routeman","vecity",NULL,0
10088,10069,"S10","","Scammell",NULL,NULL,"s10","vecity",NULL,0
10089,10069,"Scarab","","Scammell",NULL,NULL,"scarab","vecity",NULL,0
10090,10069,"Townsman","","Scammell",NULL,NULL,"townsman","vecity",NULL,0
10091,10069,"Trunker","","Scammell",NULL,NULL,"trunker","vecity",NULL,0
10092,10069,"Unipower","","Scammell",NULL,NULL,"unipower","vecity",NULL,0
10093,NULL,"Scania","Scania","","",NULL,"scania","vecity",NULL,2
10094,10093,"B-Series","","Scania",NULL,NULL,"b","vecity",NULL,0
10095,10093,"F-Series","","Scania",NULL,NULL,"f","vecity",NULL,0
10096,10093,"G-Series","","Scania",NULL,2,"g","vecity",NULL,0
10097,10093,"K-Series","","Scania",NULL,NULL,"k","vecity",NULL,0
10098,10093,"L-Series","","Scania",NULL,NULL,"l","vecity",NULL,0
10099,10093,"OmniCity","","Scania",NULL,NULL,"omnicity","vecity",NULL,0
10100,10093,"OmniLink","","Scania",NULL,NULL,"omnilink","vecity",NULL,0
10101,10093,"P-Series","","Scania",NULL,2,"p","vecity",NULL,0
10102,10093,"R-Series","","Scania",NULL,2,"r","vecity",NULL,0
10103,10093,"S-Series","","Scania",NULL,NULL,"s","vecity",NULL,0
10104,10093,"T-Series","","Scania",NULL,2,"t","vecity",NULL,0
10105,NULL,"Scarab","Scarab","","",NULL,"scarab","vecity",NULL,0
10106,10105,"Chevrolet","","Scarab",NULL,NULL,"chevrolet","vecity",NULL,0
10107,10105,"F1","","Scarab",NULL,NULL,"f1","vecity",NULL,0
10108,NULL,"SCG","SCG","",NULL,NULL,"scg","vecity",NULL,0
10109,10108,"003","","SCG",NULL,NULL,"003","vecity",NULL,0
10110,10108,"Boot","","SCG",NULL,NULL,"boot","vecity",NULL,0
10111,NULL,"Sears","Sears","","Сирс",NULL,"sears","vecity",NULL,0
10112,10111,"Model H","","Sears",NULL,NULL,"h","vecity",NULL,0
10113,10111,"Model P","","Sears",NULL,NULL,"p","vecity",NULL,0
10114,10111,"Model X","","Sears",NULL,NULL,"x","vecity",NULL,0
10115,NULL,"SECMA","SECMA","",NULL,NULL,"secma","vecity",NULL,0
10116,10115,"F16","","SECMA",NULL,NULL,"f16","vecity",NULL,0
10117,10115,"F440","","SECMA",NULL,NULL,"f440","vecity",NULL,0
10118,10115,"Fun Extr","","SECMA",NULL,NULL,"funextr","vecity",NULL,0
10119,10115,"Fun Quad","","SECMA",NULL,NULL,"funquad","vecity",NULL,0
10120,NULL,"Seddon Atkinson","Seddon Atkinson","",NULL,NULL,"seddonatkinson","vecity",NULL,0
10121,10120,"300-Series","","Seddon Atkinson",NULL,NULL,"300","vecity",NULL,0
10122,10120,"3800","","Seddon Atkinson",NULL,NULL,"3800","vecity",NULL,0
10123,10120,"400-Series","","Seddon Atkinson",NULL,NULL,"400","vecity",NULL,0
10124,10120,"Borderer","","Seddon Atkinson",NULL,NULL,"borderer","vecity",NULL,0
10125,10120,"Knight","","Seddon Atkinson",NULL,NULL,"knight","vecity",NULL,0
10126,10120,"Mk I","","Seddon Atkinson",NULL,NULL,"mki","vecity",NULL,0
10127,10120,"Mk III","","Seddon Atkinson",NULL,NULL,"mkiii","vecity",NULL,0
10128,10120,"Mk IV","","Seddon Atkinson",NULL,NULL,"mkiv","vecity",NULL,0
10129,10120,"Pacer","","Seddon Atkinson",NULL,NULL,"pacer","vecity",NULL,0
10130,10120,"Strato","","Seddon Atkinson",NULL,NULL,"strato","vecity",NULL,0
10131,NULL,"Senova","Senova","",NULL,NULL,"senova","vecity",NULL,0
10132,10131,"CC","","Senova",NULL,NULL,"cc","vecity",NULL,0
10133,10131,"D20","","Senova",NULL,NULL,"d20","vecity",NULL,0
10134,10131,"D50","","Senova",NULL,NULL,"d50","vecity",NULL,0
10135,10131,"D60","","Senova",NULL,NULL,"d60","vecity",NULL,0
10136,10131,"D70","","Senova",NULL,NULL,"d70","vecity",NULL,0
10137,10131,"D80","","Senova",NULL,NULL,"d80","vecity",NULL,0
10138,10131,"X25","","Senova",NULL,NULL,"x25","vecity",NULL,0
10139,10131,"X35","","Senova",NULL,NULL,"x35","vecity",NULL,0
10140,10131,"X55","","Senova",NULL,NULL,"x55","vecity",NULL,0
10141,10131,"X65","","Senova",NULL,NULL,"x65","vecity",NULL,0
10142,10131,"Zhidao","","Senova",NULL,NULL,"zhidao","vecity",NULL,0
10143,10131,"Zhixing","","Senova",NULL,NULL,"zhixing","vecity",NULL,0
10144,NULL,"Serenissima","Serenissima","",NULL,NULL,"serenissima","vecity",NULL,0
10145,10144,"308","","Serenissima",NULL,NULL,"308","vecity",NULL,0
10146,NULL,"Setra","Setra","","",NULL,"setra","vecity",NULL,0
10147,10146,"300-Series","","Setra",NULL,NULL,"300","vecity",NULL,0
10148,10146,"400-Series","","Setra",NULL,NULL,"400","vecity",NULL,0
10149,10146,"500-Series","","Setra",NULL,NULL,"500","vecity",NULL,0
10150,NULL,"Shacman","Shacman","","",NULL,"shacman","vecity",NULL,2
10151,10150,"F3000","","Shacman",NULL,NULL,"f3000","vecity",NULL,0
10152,10150,"S2000","","Shacman",NULL,NULL,"s2000","vecity",NULL,0
10153,10150,"Steyr Series","","Shacman",NULL,NULL,"steyr","vecity",NULL,0
10154,10150,"SX-Series","","Shacman",NULL,NULL,"sx","vecity",NULL,0
10155,10150,"Yan","","Shacman",NULL,NULL,"yan","vecity",NULL,0
10156,10150,"an","","Shacman",NULL,NULL,"an","vecity",NULL,0
10157,NULL,"Shanghai","Shanghai","",NULL,NULL,"shanghai","vecity",NULL,0
10158,10157,"581","","Shanghai",NULL,NULL,"581","vecity",NULL,0
10159,10157,"SH380","","Shanghai",NULL,NULL,"sh380","vecity",NULL,0
10160,10157,"SH760","","Shanghai",NULL,NULL,"sh760","vecity",NULL,0
10161,10157,"SH761","","Shanghai",NULL,NULL,"sh761","vecity",NULL,0
10162,10157,"SK6115","","Shanghai",NULL,NULL,"sk6115","vecity",NULL,0
10163,10157,"SK6173N","","Shanghai",NULL,NULL,"sk6173n","vecity",NULL,0
10164,10157,"SK640","","Shanghai",NULL,NULL,"sk640","vecity",NULL,0
10165,10157,"SK649","","Shanghai",NULL,NULL,"sk649","vecity",NULL,0
10166,10157,"SK662","","Shanghai",NULL,NULL,"sk662","vecity",NULL,0
10167,10157,"SKD663","","Shanghai",NULL,NULL,"skd663","vecity",NULL,0
10168,NULL,"Shanghai Englon","Shanghai Englon","",NULL,NULL,"shanghaienglon","vecity",NULL,0
10169,10168,"SC3","","Shanghai Englon",NULL,NULL,"sc3","vecity",NULL,0
10170,10168,"SC5","","Shanghai Englon",NULL,NULL,"sc5","vecity",NULL,0
10171,10168,"SC6","","Shanghai Englon",NULL,NULL,"sc6","vecity",NULL,0
10172,10168,"SC7","","Shanghai Englon",NULL,NULL,"sc7","vecity",NULL,0
10173,10168,"SX7","","Shanghai Englon",NULL,NULL,"sx7","vecity",NULL,0
10174,10168,"TX4","","Shanghai Englon",NULL,NULL,"tx4","vecity",NULL,0
10175,NULL,"Shineray","Shineray","",NULL,NULL,"shineray","vecity",NULL,0
10176,10175,"A7","","Shineray",NULL,NULL,"a7","vecity",NULL,0
10177,10175,"T30","","Shineray",NULL,NULL,"t30","vecity",NULL,0
10178,10175,"T32","","Shineray",NULL,NULL,"t32","vecity",NULL,0
10179,10175,"X30","","Shineray",NULL,NULL,"x30","vecity",NULL,0
10180,NULL,"Siata","Siata","",NULL,NULL,"siata","vecity",NULL,0
10181,10180,"1500","","Siata",NULL,NULL,"1500","vecity",NULL,0
10182,10180,"208","","Siata",NULL,NULL,"208","vecity",NULL,0
10183,10180,"300 BC","","Siata",NULL,NULL,"300bc","vecity",NULL,0
10184,10180,"750","","Siata",NULL,NULL,"750","vecity",NULL,0
10185,10180,"Amica","","Siata",NULL,NULL,"amica","vecity",NULL,0
10186,10180,"Daina","","Siata",NULL,NULL,"daina","vecity",NULL,0
10187,10180,"Spring Roadster","","Siata",NULL,NULL,"springroadster","vecity",NULL,0
10188,4951,"1000","","Simca",NULL,NULL,"1000","vecity",NULL,0
10189,4951,"1100","","Simca",NULL,NULL,"1100","vecity",NULL,0
10190,4951,"1118","","Simca",NULL,NULL,"1118","vecity",NULL,0
10191,4951,"1300","","Simca",NULL,NULL,"1300","vecity",NULL,0
10192,4951,"1308","","Simca",NULL,NULL,"1308","vecity",NULL,0
10193,4951,"1309","","Simca",NULL,NULL,"1309","vecity",NULL,0
10194,4951,"1500","","Simca",NULL,NULL,"1500","vecity",NULL,0
10195,4951,"1510","","Simca",NULL,NULL,"1510","vecity",NULL,0
10196,4951,"2-Litre","","Simca",NULL,NULL,"2litre","vecity",NULL,0
10197,4951,"Abarth 2000","","Simca",NULL,NULL,"abarth2000","vecity",NULL,0
10198,4951,"Abarth SC","","Simca",NULL,NULL,"abarthsc","vecity",NULL,0
10199,4951,"Ariane","","Simca",NULL,NULL,"ariane","vecity",NULL,0
10200,4951,"Aronde","","Simca",NULL,NULL,"aronde","vecity",NULL,0
10201,4951,"Bagheera","","Simca",NULL,NULL,"bagheera","vecity",NULL,0
10202,4951,"Chambord","","Simca",NULL,NULL,"chambord","vecity",NULL,0
10203,4951,"Cinq","","Simca",NULL,NULL,"cinq","vecity",NULL,0
10204,4951,"Jangada","","Simca",NULL,NULL,"jangada","vecity",NULL,0
10205,4951,"MS120","","Simca",NULL,NULL,"ms120","vecity",NULL,0
10206,4951,"MS670","","Simca",NULL,NULL,"ms670","vecity",NULL,0
10207,4951,"Rallye","","Simca",NULL,NULL,"rallye","vecity",NULL,0
10208,4951,"Rancho","","Simca",NULL,NULL,"rancho","vecity",NULL,0
10209,4951,"Type 8","","Simca",NULL,NULL,"type8","vecity",NULL,0
10210,4951,"Vedette","","Simca",NULL,NULL,"vedette","vecity",NULL,0
10211,NULL,"Simplex","Simplex","",NULL,NULL,"simplex","vecity",NULL,0
10212,10211,"38 HP","","Simplex",NULL,NULL,"38hp","vecity",NULL,0
10213,10211,"Armored Car","","Simplex",NULL,NULL,"armoredcar","vecity",NULL,0
10214,10211,"Model 5","","Simplex",NULL,NULL,"5","vecity",NULL,0
10215,10211,"Model 50","","Simplex",NULL,NULL,"50","vecity",NULL,0
10216,NULL,"Singer","Singer","",NULL,NULL,"singer","vecity",NULL,0
10217,10216,"1-Litre","","Singer",NULL,NULL,"1litre","vecity",NULL,0
10218,10216,"10","","Singer",NULL,NULL,"10","vecity",NULL,0
10219,10216,"4AD","","Singer",NULL,NULL,"4ad","vecity",NULL,0
10220,10216,"Chamois","","Singer",NULL,NULL,"chamois","vecity",NULL,0
10221,10216,"Gazelle","","Singer",NULL,NULL,"gazelle","vecity",NULL,0
10222,10216,"Hunter","","Singer",NULL,NULL,"hunter","vecity",NULL,0
10223,10216,"Junior","","Singer",NULL,NULL,"junior","vecity",NULL,0
10224,10216,"SM1500","","Singer",NULL,NULL,"sm1500","vecity",NULL,0
10225,10216,"Vogue","","Singer",NULL,NULL,"vogue","vecity",NULL,0
10226,NULL,"Sisu","Sisu","",NULL,NULL,"sisu","vecity",NULL,0
10227,10226,"E-Series","","Sisu",NULL,NULL,"e","vecity",NULL,0
10228,NULL,"Sizaire-Naudin","Sizaire-Naudin","",NULL,NULL,"sizairenaudin","vecity",NULL,0
10229,10228,"Grand Prix","","Sizaire-Naudin",NULL,NULL,"grandprix","vecity",NULL,0
10230,10228,"Model G","","Sizaire-Naudin",NULL,NULL,"g","vecity",NULL,0
10231,NULL,"Skelta","Skelta","",NULL,NULL,"skelta","vecity",NULL,0
10232,10231,"G-Force","","Skelta",NULL,NULL,"gforce","vecity",NULL,0
10233,10231,"Spyder","","Skelta",NULL,NULL,"spyder","vecity",NULL,0
10234,NULL,"Skoda-LIAZ","Skoda-LIAZ","",NULL,NULL,"skodaliaz","vecity",NULL,0
10235,10234,"706","","Skoda-LIAZ",NULL,NULL,"706","vecity",NULL,0
10236,10234,"Series 100","","Skoda-LIAZ",NULL,NULL,"100","vecity",NULL,0
10237,10234,"Series 200","","Skoda-LIAZ",NULL,NULL,"200","vecity",NULL,0
10238,10234,"Series 300","","Skoda-LIAZ",NULL,NULL,"300","vecity",NULL,0
10239,10234,"Series 400","","Skoda-LIAZ",NULL,NULL,"400","vecity",NULL,0
10240,10234,"Series FZ","","Skoda-LIAZ",NULL,NULL,"fz","vecity",NULL,0
10241,NULL,"Smith","Smith","",NULL,NULL,"smith","vecity",NULL,0
10242,10241,"Newton","","Smith",NULL,NULL,"newton","vecity",NULL,0
10243,NULL,"Solaris","Solaris","","",NULL,"solaris","vecity",NULL,28
10244,10243,"Alpino","","Solaris",NULL,NULL,"alpino","vecity",NULL,0
10245,10243,"Trollino","","Solaris",NULL,NULL,"trollino","vecity",NULL,0
10246,10243,"Urbino","","Solaris",NULL,NULL,"urbino","vecity",NULL,0
10247,10243,"Vacanza","","Solaris",NULL,NULL,"vacanza","vecity",NULL,0
10248,NULL,"Solbus","Solbus","",NULL,NULL,"solbus","vecity",NULL,0
10249,10248,"Solcity","","Solbus",NULL,NULL,"solcity","vecity",NULL,0
10250,10248,"Solway","","Solbus",NULL,NULL,"solway","vecity",NULL,0
10251,NULL,"SOR","SOR","",NULL,NULL,"sor","vecity",NULL,0
10252,10251,"LH","","SOR",NULL,NULL,"lh","vecity",NULL,0
10253,4242,"A5","","Soueast",NULL,NULL,"a5","vecity",NULL,0
10254,4242,"C1","","Soueast",NULL,NULL,"c1","vecity",NULL,0
10255,4242,"Delica","","Soueast",NULL,NULL,"delica","vecity",NULL,0
10256,4242,"DX3","","Soueast",NULL,NULL,"dx3","vecity",NULL,0
10257,4242,"DX5","","Soueast",NULL,NULL,"dx5","vecity",NULL,0
10258,4242,"DX7","","Soueast",NULL,NULL,"dx7","vecity",NULL,0
10259,4242,"Freeca Landio","","Soueast",NULL,NULL,"freecalandio","vecity",NULL,0
10260,4242,"Lingli","","Soueast",NULL,NULL,"lingli","vecity",NULL,0
10261,4242,"Soveran","","Soueast",NULL,NULL,"soveran","vecity",NULL,0
10262,4242,"V3","","Soueast",NULL,NULL,"v3","vecity",NULL,0
10263,4242,"V5","","Soueast",NULL,NULL,"v5","vecity",NULL,0
10264,4242,"V6","","Soueast",NULL,NULL,"v6","vecity",NULL,0
10265,4242,"Veryca","","Soueast",NULL,NULL,"veryca","vecity",NULL,0
10266,NULL,"Spartan","Spartan","",NULL,NULL,"spartan","vecity",NULL,0
10267,10266,"Advantage","","Spartan",NULL,NULL,"advantage","vecity",NULL,0
10268,10266,"Furion","","Spartan",NULL,NULL,"furion","vecity",NULL,0
10269,10266,"Gladiator","","Spartan",NULL,NULL,"gladiator","vecity",NULL,0
10270,10266,"Metro Star","","Spartan",NULL,NULL,"metrostar","vecity",NULL,0
10271,NULL,"Speedwell","Speedwell","",NULL,NULL,"speedwell","vecity",NULL,0
10272,10271,"Model 11-C","","Speedwell",NULL,NULL,"11c","vecity",NULL,0
10273,10271,"Model 12-G","","Speedwell",NULL,NULL,"12g","vecity",NULL,0
10274,10271,"Model 12-J","","Speedwell",NULL,NULL,"12j","vecity",NULL,0
10275,110,"15","","Spyker",NULL,NULL,"15","vecity",NULL,0
10276,110,"22 HP","","Spyker",NULL,NULL,"22hp","vecity",NULL,0
10277,110,"30","","Spyker",NULL,NULL,"30","vecity",NULL,0
10278,110,"42 HP","","Spyker",NULL,NULL,"42hp","vecity",NULL,0
10279,110,"60 HP","","Spyker",NULL,NULL,"60hp","vecity",NULL,0
10280,110,"Ambulance","","Spyker",NULL,NULL,"ambulance","vecity",NULL,0
10281,110,"B6","","Spyker",NULL,NULL,"b6","vecity",NULL,0
10282,110,"C1","","Spyker",NULL,NULL,"c1","vecity",NULL,0
10283,110,"C4","","Spyker",NULL,NULL,"c4","vecity",NULL,0
10284,110,"D12","","Spyker",NULL,NULL,"d12","vecity",NULL,0
10285,110,"Runabout","","Spyker",NULL,NULL,"runabout","vecity",NULL,0
10286,NULL,"SRT","SRT","",NULL,NULL,"srt","vecity",NULL,0
10287,10286,"Viper","","SRT",NULL,NULL,"viper","vecity",NULL,0
10288,NULL,"Standard","Standard","",NULL,NULL,"standard","vecity",NULL,0
10289,10288,"10","","Standard",NULL,NULL,"10","vecity",NULL,0
10290,10288,"12 Speedline","","Standard",NULL,NULL,"12speedline","vecity",NULL,0
10291,10288,"11.4 HP","","Standard",NULL,NULL,"114hp","vecity",NULL,0
10292,10288,"14 HP","","Standard",NULL,NULL,"14hp","vecity",NULL,0
10293,10288,"16","","Standard",NULL,NULL,"16","vecity",NULL,0
10294,10288,"20 HP","","Standard",NULL,NULL,"20hp","vecity",NULL,0
10295,10288,"8 Tourer","","Standard",NULL,NULL,"8tourer","vecity",NULL,0
10296,10288,"9.5 HP","","Standard",NULL,NULL,"95hp","vecity",NULL,0
10297,10288,"Atlas","","Standard",NULL,NULL,"atlas","vecity",NULL,0
10298,10288,"Avon","","Standard",NULL,NULL,"avon","vecity",NULL,0
10299,10288,"Eight","","Standard",NULL,NULL,"eight","vecity",NULL,0
10300,10288,"Ensign","","Standard",NULL,NULL,"ensign","vecity",NULL,0
